,date,year,month,day,press,nouns_contents,label
93,2020-01-23,2020,1,23,미디어펜,DGB 대구 은행 IT 본부 설 명절 을 맞다 동 촌 종합 사회 복지관 통해 지역 소외 계층 에게 전 선물 상자 전달 23일 밝히다 사진 대구 은행 IT 본부 DGB 혁신 센터 위치 봉무동 일대 꾸준하다 나눔 봉사 활동 을,1
94,2020-12-23,2020,12,23,뉴데일리,신한은행 150억원 우리은행 42억원 케이디 비 KDB 산업 은행 28억원 하나은행 18억원 디지다 비 DGB 대 구 은행 11억원 한국 씨티 은행 6억원 이다 나머지 147 개 피해 기업 대해 선 분조 위 분쟁 조정 결과 토대 로 은행,-1
95,2020-05-28,2020,5,28,파이낸셜뉴스,우선 DGB 대 구 은행 안면 인식 기술 을 활용 비대 실명 확인 서비스 내년 5월 선보이다 비대 금융 거래 때 영상통화 대신 주민 등록증 등 실명 확인 증표 사진 고객 촬영 얼굴 사진 을 대조 실명 확인,1
96,2020-10-29,2020,10,29,위클리오늘,먼저 주력 계열 사인 DGB 대 구 은행 3분 기 누적 당기다 순이익 2035억 원 전 년 동기 대비 14% 감소 실적 감소 주된 이유 코로나 19 장기 화 불확실하다 미래 경기 대비 상반기 이다 3분 기에도 선제 적,-1
97,2019-08-02,2019,8,2,브레이크뉴스,▲ DGB 대구 은행 제 2 본점 전경 CDGB 금융 그룹 제공 불안정하다 대 내외 경제 여건 속 에서도 지주사 출범 이후 상반기 최대 실적 을 기록 것 전 년 말 인수 하이 투자 증권 을 포함 비 은행 계 열사 견조 이익,1
98,2019-05-03,2019,5,3,베타뉴스,DGB 금융 그룹 2019년 1분 기 그룹 연결 기준 순이익 전 년 동기 대비 131% 증가 1천 38억원 을 기록 특히 그룹 주력 계열 사인 대 구 은행 영업 이익 1천 150억원 당 기 순이익 878억원 전 년 동기 대비 77,1
99,2021-08-09,2021,8,9,경북도민일보,DGB 대 구 은행 ESG 경영 을 통한 사회 적 책임 강화 ESG 경영 실천 기업 지속 가능하다 성장 을 지원 위해 ESG GrowUp 특별 대출 상품 을 출시 9일 밝히다 이번 상품 한국 환경 산업 기술 원 환경성 평가 등급,1
100,2019-07-17,2019,7,17,비즈니스포스트,DGB 금융 지주 16일 대구 은행 제 2 본점 에서 2019년 제 3 기 DGB 글로벌 봉사 원정 대 출정 식 을 열다 8 박 10일 일정 베트남 라오스 에서 문화 체육 행사 교육 봉사 시설 건립 등 다양하다 글로벌 봉사활동 을 진행,1
101,2022-04-10,2022,4,10,CEO스코어데일리,DGB 대 구 은행 오다 15일 까지 건 당 1000달러 이상 해외 송금 및 환전 을 신규 고객 을 대상 이벤트 진행 하고 있다 대 구 은행 을 거래 외국 환은행 지정 하고 미화 1000달러 이상 해외 송금 혹은 환전 신규,1
102,2019-12-31,2019,12,31,아주경제,DGB 대 구 은행 웨스턴 유니온 해외 송금 수수료 달러 기준 송금 액 500달러 이하일 경우 기존 1040달러 에서 10달러 로 약 6075% 인하 율 을 적용 송금 액 30007000달러 일 때 98280달러 이던 송금 수수료,1
103,2019-09-07,2019,9,7,영남일보,DGB 대 구 은행 아동 수당 수급 고객 에게 우대금리 지급 되다 DGB 아동 수 당 적금 을 출시 6일 밝히다 올해 9월 정부 아동 수당 수급 대상자 확대 시행 따르다 출시 되다 개인 고객 이면 누구 나 월 적립금,1
104,2020-09-10,2020,9,10,영남일보,DGB 대구 은행 하이 투자 증권 DGB 생명 DGB 캐피탈 등 그룹 4 개 계열 사르다 대상 실시 모집 인원 DGB 대구 은행 26 명 전문대 대졸 6 급 20 명 졸 7 급 6 명 하이 투자 증권 2 명 DGB 생명 3 명 DGB 캐피탈 8 명,1
105,2020-04-16,2020,4,16,CEO스코어데일리,16일 은행권 따르다 주요 지방 은행 BNK 경남 은행 BNK 부산 은행 DGB 대구 은행 광주 은행 전북 은행 정부 재정정책 따르다 15% 초 저 금리 대출 더불다 각 사별 로 특별 신용 대출 금융 지원 전담 창구 운영 특례,1
106,2021-12-01,2021,12,1,경북도민일보,DGB 대구 은행 독도 사랑 후 원금 전달 식 좌 로부터 포항 지방 수산 해양 청 여 기동 청장 DGB 대구 은행 환 동해 본부 박성희 상무 독도항로표지관리소 소장 엄 태일 주무관 매일신문 동부 본부 이춘 수 본부장 사진 DGB 대구 은행,1
107,2021-05-14,2021,5,14,이투데이,5 대다 지방 은행 BNK 부산 BNK 경남 전북 광주 DGB 대구 중 경남 은행 10 곳 전북 은행 6 곳 광주 은행 부산 은행 대구 은행 4 곳 플랫폼 제휴 맺다 광주 은행 14일 피다 추가 제휴 맺다 5 곳,1
108,2019-10-08,2019,10,8,경북일보,DGB 대 구 은행 7일 오전 수성동 본점 에서 직원 350 여명 참석 가운데 제 52 주년 기념 행사 있다 김태오 대 구 은행 장 52년 이라는 역사 고객 인생 DGB 대 구 은행 역사 시간 만큼,1
109,2020-03-03,2020,3,3,BBS NEWS,DGB 대 구 은행 코로나 19 확산 따르다   비상 사태 대비 지점 영업 시간 단축 가계 대출 채무자 업무 처리 방안 을 발표 하고 대 구 은행 연 수원 을 대구시 제공 먼저 고객 직원 안전 을 위해 대면 응대,1
110,2021-05-26,2021,5,26,한국경제,북대구세무서 ⋅ 대구 북부 경찰서 ⋅ DGB 대구 은행 등 가깝다 단지 인근 신천 금호강 등 수 변 환경 침산 공원 ⋅ 해바라기 공원 ⋅ 연 암 공원 ⋅ 달성 공원 등 풍부하다 녹지 조성 돼다 있다 대 구제 3일 반산업단지,1
111,2020-10-06,2020,10,6,비즈니스포스트,소상 공인 금융 지원 대출 을 받다 차주 다른 금융 상품 가입 비율 전북 은행 60% 로 가장 높다 우리은행 59% 하나은행 50% DGB 대구 은행 45% 제주 은행 40% 등 나타나다 김 의원 정부 자금 투입 되다,1
112,2020-04-06,2020,4,6,CNB뉴스,▲ CNB 뉴스 CNBNEWS 씨앤비 뉴스 DGB 대구 은행 본점 전경 사진 DGB 금융 그룹 제공 DGB 금융 지주 및 DGB 대 구 은행 코로나 19 로 인하다 어려움 을 겪다 있다 지역 민 고통 을 나누다 코로나 영향 더욱 불확실하다 지고 있다,1
113,2022-01-14,2022,1,14,증권경제신문,DGB 대 구 은행 은행 장 임성훈 5000억원 규모 설날 특별 자금 대출 을 지원 14일 밝히다 일시 적 자금난 을 겪다 있다 중소기업 을 대상 오다 2월 18일 까지 실시 되다 업체 당 원 한도 최대 10억원,1
114,2020-10-19,2020,10,19,이데일리,임성훈 DGB 대 구 은행 장이 소통 강화 위해 업무 전용 승합차 로 현장 경영 나서다 DGB 대 구 은행 올해 제 13 대다 은행 장 취임 행 장이 IM 뱅크 홍보 차량 을 통해 현장 소통 경영 박차 가하다 있다 19일,1
115,2021-11-23,2021,11,23,지이코노미,지역 대학생 활동 기회 제공 GECONOMY 코 노미 홍종락 기자 DGB 대 구 은행 22일   제 12 기 대학생 홍보 대사 해 단식 을 가지 2021 해 활동 다양하다 지역 봉사활동 을 정리 시간 을 가지다 지난 2010년 발족 지역,1
116,2021-06-03,2021,6,3,경북일보,지주 직원 대상 백신 접종 휴가 실시 뒤 DGB 대 구 은행 하이 투자 증권 DGB 생명 DGB 캐피탈 등 전 계 열사 로 확대 계획 이다 DGB 금융 그룹 관계자 코로나 19 백신 이상 반응 따르다 직원 건강 을 지키다,1
117,2021-09-09,2021,9,9,경북도민일보,DGB 대 구 은행 시청 영업 부 에서 대 구 경 북사 회복 공동 모 금회 온누리상품권 1억원 전달 식 을 진행 하고 있다 왼쪽 부터 남 삼 식 부회장 장 상수 대구광역시 회의장 권영진 대구광역시 장 임성훈 대구 은행 장사진,1
118,2022-02-11,2022,2,11,아시아타임즈,코로나 19 이후 대규모 대손충당금 적립 등 위축 돼다 대 구 은행 순이익 견조하 회복하다 하이 투자 증권 DGB 캐피탈 등 비 은행 계열 사의 이익 역시 전 년 보다 크게 증가 영향 이다 대 구 은행 시장 금리,1
119,2019-12-20,2019,12,20,데이터뉴스,NH 농협 은행 DGB 대 구 은행 환산 민원 건수 지난해 3분 기누적기준보다 각각 005 건 씩 증가 086 건 049 건 나타나다 KDB 산업 은행 올해 3분 기 고객 10만 명당 누적 환산 민원 건수 지난해 동일하다,1
120,2020-06-23,2020,6,23,뉴데일리,뉴데일리 강승탁 기자 DGB 대 구 은행 은행 장 김태오 금융 위원회 발표 2019년 하반기 은행권 기술 금융 실적 평가 TECH 평가 에서 소형 은행 그룹 1위 차지 3회 연속 1 위 차지 기술 금융 이란 담보,1
121,2021-07-26,2021,7,26,화이트페이퍼,사진 DGB 대구 은행 DGB 대 구 은행 코로나 19 시대 새롭다 직원 단합 을 위 방안 메타 버스 에서 만나다 이벤트 진행 26일 밝히다 DGB 대 구 은행   전 직원 을 대상 메타 버스 활용 을 확대,1
122,2020-09-04,2020,9,4,시사저널이코노미,김 부행 장보 대구 은행 리스크 관리 본부장 DGB 금융 리스크 관리 본부장 대구 은행 경 영기획 본부장 DGB 금융 경영 혁신 본부장 등 을 역임 리스크 관리 전문가 때문 코로나 19 위기 관리 차원 에서 김 부행 장 보가 선임 되다,-1
123,2021-06-30,2021,6,30,신아일보,DGB 대 구 은행 한국 산업 단지 공단 대 구 지역 본부 한국 산업 단지 공단 기업 지원 사업 참여 기업 수출 촉진 및 수출 업무 역량 강화 위 업무 협약 을 체결 29일 밝히다 협약 식 지난 28일 오후 갈산동,1
124,2021-07-07,2021,7,7,대구신문,시 향후 충전 창업 자금 조달 및 유치 시 급속 충전기 구매 비용 분담 및 수익금 자동 배분 등 을 지원 계획 이다 플랫폼 서비스 에는 대구 은행 DGB 유 페이 모빌리티 사업자 등 참여,1
125,2020-05-19,2020,5,19,UPI뉴스,지난해 삼성 라이온즈 좋다 성적 을 거두다 경우 우대금리 제공 대구 은행 DGB 홈런 예금 을 판매 대 구 은행 경우 올해 에는 관련 상품 을 판매 않다 밝히다 UPI 뉴스,1
126,2020-11-25,2020,11,25,뉴시스,DGB 대 구 은행 독도 항로 표지 관리소 독도 사랑 후 원금 500만원 을 전달 24일 밝히다 독도 등대 정식 명칭 독도 항로 표지 관리소 1954년 무인 등대 로 설치 되다 후 1998년 12월 유인 등대 로 바뀌다 현재 등대 원,1
127,2021-05-11,2021,5,11,뉴스클레임,이외 에도 KB 국민은행 DGB 대구 은행 신 금융 지주 농협 은행 등 다수 금융 기업 그린 뉴딜 사업 발 을 내딛다 있다 우리은행 경우 신용 보증 기금 상호 협력 을 이루다 한국판 뉴딜 기업 ESG 경 영 기업,1
128,2021-11-01,2021,11,1,영남일보,대구시 국내 최대 쇼핑 행사 코리아 세일 페스 타 111 ∼ 5 맞다 지역 상품권 대 구 행복 페이 특별 판매 시작 1일 지역 상품권 을 구매 접속 몰리다 DGB 대구 은행 IM 샵 앱 행복 페이 충전 서비스,1
129,2021-10-19,2021,10,19,한국금융신문,MCI ‧ MCG ‧ 대출 모집 통한 판매 중단 고객 피해 없다 주의 기울이다 예정 DGB 대 구 은행 오다 25일 부터 다른 은행 기존 대출 을 갚다 위 대 환 목적 주택 담보 대출 모기지 신용 보험 MCI 모기지 신용 보증 MCG,-1
130,2021-01-18,2021,1,18,한국경제TV,DGB 대 구 은행 설 명절 을 앞두다 지역 중소기업 어려움 을 함께 극복 나가다 일환 5000억 원 규모 설날 특별 자금 대출 을 지원 18일 밝히다 이번 대 구 은행 설날 특별 자금 대출 일시 적,1
131,2021-01-19,2021,1,19,연합뉴스,DGB 대 구 은행 신종 코로나바이러스 감염증 코로나 19 상황 에서 코로나 19 금융 지원 특별 대출 성금 기부 등 다양하다 지원 활동 을 것 관련 대구시 로부터 감사패 받다 19일 밝히다 사진 날 감사패,1
132,2019-05-03,2019,5,3,위키트리,때문 이며 대 구 은행 원화 대출 09% 증가 기대 다소 못 미치다 연간 목표 달성 가능하다 수준 이라고 분석 다그 향후 DGB 생명 하이 투자 증권 관련 정책 실적 자본 효율 성 크다 변수 라며,1
133,2019-06-20,2019,6,20,아시아투데이,날 기념 식 에는 기다 조 행안부 재난 안전 관리 본부장 을 비롯 김태오 DGB 대 구 은행 장 이상길 대구광역시 행정부 시장 김대 권 수성구 청장 박영수 한국 시설 안전 공단 이사장 참석 예정 이다 기념 행사 인증 추진 경과,1
134,2022-04-08,2022,4,8,아이뉴스24,DGB 대 구 은행 러시아 경 제 제재 따르다 피해 기업 경영 애로 완화 위해 관련 중소기업 1천억원 규모 금융 지원 을 실시 8일 밝히다 지역 대표 은행 사회 적 책임 이행 지난 6일 부터 시행 되다 러시아,1
135,2020-03-05,2020,3,5,경북매일신문,DGB 대 구 은행 코로나 19 사태 따르다 어려움 을 함께 극복 의미 담다 임대료 감다 착하다 임대료 운동 동참 5일 밝히다 은행 소유 건물 입점 소상 공인 및 중소기업 등 3 개 월간 30 ％,1
136,2021-02-04,2021,2,4,아시아투데이,DGB 대 구 은행 다가오다 설 명절 을 맞다 지역 소외 계층 KF 94 마스크 지원 4일 밝히다 이번 지원 지속 적 신종 코로나바이러스 감염증 코로나 19 확산 따르다 5 이상 집합 금지 계속 되다 사회 적,1
137,2019-07-01,2019,7,1,한국경제,DGB 대 구 은행 하반기 출시 예정 전용 앱 아이엠 샵 엠케어 주요 기능 을 이용 수 있다 협력 하고 있다 신한카드 와도 신한카드 모바일 앱 신 한페이 판 에서 진료 비 결제 가능하다 추진 중이,1
138,2022-04-14,2022,4,14,파이낸셜투데이,사진 DGB 대구 은행 DGB 대 구 은행 디지털 환경 익숙하다 이색 적 경험 재테크 관심 많다 MZ 세대 겨냥 파킹 통장 비상 금 박스 출시 14일 DGB 대 구 은행 따르다 나 만의 비상 금 여유 자금 을 똑똑하다,1
139,2021-01-19,2021,1,19,아이뉴스24,DGB 대 구 은행 언택트 확대 따르다 디지털 기술 발전 다양하다 발생 금융 사기 예방 위해 이상 금융 거래 탐지 시스템 FDS 을 고도 화하다 19일 밝히다 기존 시나리오 기반 탐지 방식 으로는 지능 화 고도화 되다,1
140,2021-12-27,2021,12,27,브릿지경제,임성훈 DGB 대 구 은행 장 신입 행 원 메타 버스 에서 비대 간담 회 진행 DGB 대 구 은행 미래 성장 동력 디지털 혁신 을 도모 하고 MZ 2030 세대 직원 과의 격의 없다 소통 을 위해 임성훈 은행 장 신입 행 원 과의 온라인,1
141,2019-11-01,2019,11,1,대한금융신문,한편 NHN 지난 30일 에도 DGB 대 구 은행 대 구 디지털 산업 진흥 원 공동 주최 디지털 IT 신 기술 컨퍼런스 에도 CSP 단독 참여 lt ; 금융 권 클라우드 도입 전략 gt ; 대한 기술 및 노하우 공유 바 있다,1
142,2021-10-08,2021,10,8,미디어펜,DGB 대 구 은행 DGB 혁신 센터 에서 IT 신 기술 역량 내 재화 및 IT 신 기술 을 적용 비즈니스 발굴 을 위해 운영 온 ICT 본부 사다 디지털 IT Ramp,1
143,2020-04-07,2020,4,7,연합인포맥스,코로나 19 이전 부터 수익 성 주춤 지역 경기 탓 7일 금융 권 따르다 경남 은행 광주 은행 대구 은행 연합인포맥스 실적 컨센서스 종합 화면 따르다 지난 1 개 월간 증권사 전망 BNK DGB JB 금융 주의 올해,1
144,2020-12-17,2020,12,17,신아일보,DGB 대 구 은행 기업 인터넷 모바일 뱅킹 서비스 전면 개편 17일 밝히다 대 구 은행 이번 개편 에서는 비대 시대 급변 디지털 환경 맞추다 고객 다양하다 요구 반영 등 기업 경영 지원 강화,1
145,2021-07-01,2021,7,1,FETV,대 구 은행 언 택트 비대 생활 맞춤 할인 혜택 을 담다 DGB UntacT 카드 출시 넷플릭스 유튜브 프리미엄 멜론 등 동영상 음악 스트리밍 서비스 결제 시 30% 할인 혜택 을 주다 간편 결제 배달 앱 스트리밍 각,1
146,2019-07-11,2019,7,11,쿠키뉴스,DGB 대구 은행 IT 본부 동 촌 종합 사회 복지관 11일 지역 소외 계층 을 위 사랑 나눔 협약 을 체결 11일 밝히다 이번 협약 지난해 대구 동구 봉무동 이전 DGB 혁신 센터 지역 상생 을 위해 마련 협약,1
147,2019-06-19,2019,6,19,헤럴드경제,DGB 대 구 은행 광주 은행 18일 전남 담양군 대덕면 무월 마을 에서 달빛 동맹 을 강화하다 위 봉사활동 을 펼치다 날 행사 에는 김태오 대 구 은행 장 송종욱 광주 은행 장 병주 담양군 부 군수 양사 봉사 단원 등,1
148,2022-03-21,2022,3,21,위클리오늘,DGB 대 구 은행 금융 소비자 에게 소통 참여 기회 제공 은행 제도 관행 개선 필요하다 아이디어 접수 받다 고객 제안 왕 시즌 2 실시 이번 이벤트 지난해 연중 운영 돼다 금융 소비자보호 아이디어,1
